P,10/11/2018 01:22:44,12,6,0,0,2,2,4,2,0,0,0,0,0,0,0,0,20,0,42,39,3.7e+00,10000,6.0e+00,3.9e-01,9.8e-01,1.9e+00
P,10/11/2018 01:22:50,10,3,2,0,1,0,0,2,0,0,0,0,0,0,0,0,22,0,0,44,3.7e+00,10000,6.0e+00,3.2e-01,5.7e-01,1.2e+00
P,10/11/2018 01:22:56,6,2,4,1,0,0,2,0,1,1,0,0,0,0,0,0,20,23,0,0,3.7e+00,10000,6.0e+00,3.0e-01,7.0e-01,4.4e+00
P,10/11/2018 01:23:02,9,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,3.7e+00,10000,6.0e+00,2.3e-01,3.4e-01,3.5e-01
P,10/11/2018 01:23:08,4,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,17,29,25,33,3.7e+00,10000,6.0e+00,1.6e-01,6.0e-01,2.1e+00
P,10/11/2018 01:23:14,12,2,2,1,0,0,2,0,0,0,1,0,0,0,0,0,20,37,0,0,3.7e+00,10000,6.0e+00,3.3e-01,5.8e-01,5.5e+00
P,10/11/2018 01:23:20,7,4,1,0,2,2,3,0,0,2,0,0,0,0,0,0,23,0,31,0,3.7e+00,10000,6.1e+00,2.8e-01,7.8e-01,6.1e+00
P,10/11/2018 01:23:26,9,1,3,0,1,1,2,0,0,0,1,0,0,0,0,0,17,0,31,0,3.7e+00,10000,5.9e+00,3.0e-01,6.1e-01,5.7e+00
P,10/11/2018 01:23:32,6,2,3,1,0,0,1,2,0,0,0,0,0,0,0,0,18,23,0,31,3.7e+00,10000,6.0e+00,2.7e-01,6.0e-01,1.3e+00
P,10/11/2018 01:23:38,15,0,3,2,0,0,2,1,1,0,0,0,0,0,0,0,0,27,0,45,3.7e+00,10000,6.0e+00,3.7e-01,7.9e-01,2.2e+00
P,10/11/2018 01:23:44,9,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,31,0,0,0,3.7e+00,10000,6.0e+00,3.2e-01,5.3e-01,6.1e-01
P,10/11/2018 01:23:50,5,2,4,3,2,1,1,1,0,0,0,0,0,0,0,0,17,28,39,31,3.7e+00,10000,6.0e+00,3.3e-01,7.3e-01,1.1e+00
P,10/11/2018 01:23:56,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.7e+00,10000,6.0e+00,3.9e-01,5.0e-01,5.0e-01
P,10/11/2018 01:24:02,8,3,1,1,1,3,1,0,0,0,0,0,0,0,0,0,18,23,27,0,3.7e+00,10000,6.0e+00,2.8e-01,5.6e-01,6.7e-01
P,10/11/2018 01:24:08,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,17,35,25,0,3.7e+00,10000,6.0e+00,1.3e-01,2.6e-01,3.5e-01
P,10/11/2018 01:24:14,12,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,23,0,38,0,3.7e+00,10000,6.0e+00,2.9e-01,4.8e-01,5.8e-01
P,10/11/2018 01:24:20,10,6,5,2,0,0,0,1,0,0,0,0,0,0,0,0,19,33,0,31,3.7e+00,10000,5.9e+00,5.3e-01,8.0e-01,1.1e+00
P,10/11/2018 01:24:26,8,2,2,0,3,1,1,0,0,0,0,0,0,1,0,0,16,0,37,0,3.7e+00,10000,6.0e+00,2.8e-01,5.2e-01,1.7e+01
P,10/11/2018 01:24:32,10,5,1,1,0,0,0,2,0,0,0,0,0,0,0,0,20,23,0,40,3.7e+00,10000,6.0e+00,3.4e-01,5.7e-01,1.2e+00
P,10/11/2018 01:24:38,11,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,18,0,29,0,3.7e+00,10000,6.0e+00,3.5e-01,5.7e-01,6.6e-01
P,10/11/2018 01:24:44,12,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,18,0,0,0,3.8e+00,10000,6.1e+00,3.4e-01,5.4e-01,1.6e+01
P,10/11/2018 01:24:50,9,4,5,2,0,0,0,2,0,0,0,0,0,0,0,0,22,24,0,39,3.7e+00,10000,5.9e+00,4.5e-01,7.9e-01,1.4e+00
P,10/11/2018 01:24:56,7,1,5,2,1,3,0,0,0,1,0,0,0,0,0,0,19,25,37,0,3.7e+00,10000,6.0e+00,3.5e-01,7.1e-01,3.3e+00
P,10/11/2018 01:25:02,9,4,0,3,4,0,0,1,0,0,0,0,0,0,0,0,23,27,0,37,3.7e+00,10000,5.9e+00,3.2e-01,5.9e-01,9.1e-01
P,10/11/2018 01:25:08,3,2,1,2,2,0,3,0,0,1,0,0,0,0,0,0,17,28,0,0,3.7e+00,10000,6.0e+00,1.8e-01,5.7e-01,3.3e+00
P,10/11/2018 01:25:14,9,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,22,0,33,3.7e+00,10000,6.0e+00,1.7e-01,3.2e-01,6.3e-01
P,10/11/2018 01:25:20,8,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,31,25,0,0,3.7e+00,10000,6.0e+00,2.5e-01,4.4e-01,5.3e+00
