type	time	latitude	longitude	altitude (m)	name	desc
T	2018-10-11 13:48:18	40.100093000	-88.214430000	225.3		
T	2018-10-11 13:48:19	40.100053000	-88.214436000	225.3		
T	2018-10-11 13:48:20	40.100021000	-88.214445000	225.3		
T	2018-10-11 13:48:21	40.099986000	-88.214456000	225.2		
T	2018-10-11 13:48:22	40.099950000	-88.214460000	225.2		
T	2018-10-11 13:48:23	40.099912000	-88.214463000	225.1		
T	2018-10-11 13:48:24	40.099871000	-88.214466000	225.1		
T	2018-10-11 13:48:25	40.099825000	-88.214467000	225.0		
T	2018-10-11 13:48:26	40.099777000	-88.214469000	225.2		
T	2018-10-11 13:48:27	40.099726000	-88.214464000	225.3		
T	2018-10-11 13:48:28	40.099679000	-88.214454000	225.5		
T	2018-10-11 13:48:29	40.099632000	-88.214441000	225.6		
T	2018-10-11 13:48:30	40.099591000	-88.214431000	225.7		
T	2018-10-11 13:48:31	40.099551000	-88.214423000	225.8		
T	2018-10-11 13:48:32	40.099513000	-88.214415000	225.9		
T	2018-10-11 13:48:33	40.099472000	-88.214408000	226.0		
T	2018-10-11 13:48:34	40.099431000	-88.214402000	226.1		
T	2018-10-11 13:48:35	40.099392000	-88.214400000	226.2		
T	2018-10-11 13:48:36	40.099354000	-88.214397000	226.2		
T	2018-10-11 13:48:37	40.099312000	-88.214398000	226.3		
T	2018-10-11 13:48:38	40.099272000	-88.214402000	226.4		
T	2018-10-11 13:48:39	40.099238000	-88.214400000	226.5		
T	2018-10-11 13:48:40	40.099211000	-88.214395000	226.6		
T	2018-10-11 13:48:42	40.099158000	-88.214371000	226.7		
T	2018-10-11 13:48:43	40.099126000	-88.214354000	226.8		
T	2018-10-11 13:48:44	40.099098000	-88.214330000	226.9		
T	2018-10-11 13:48:45	40.099077000	-88.214297000	227.0		
T	2018-10-11 13:48:46	40.099062000	-88.214256000	226.9		
T	2018-10-11 13:48:47	40.099058000	-88.214204000	226.9		
T	2018-10-11 13:48:48	40.099051000	-88.214156000	226.8		
T	2018-10-11 13:48:49	40.099073000	-88.214103000	226.7		
T	2018-10-11 13:48:50	40.099121000	-88.214065000	226.7		
T	2018-10-11 13:48:51	40.099177000	-88.214037000	226.6		
T	2018-10-11 13:48:52	40.099218000	-88.214029000	226.5		
T	2018-10-11 13:48:53	40.099249000	-88.214027000	226.5		
T	2018-10-11 13:48:54	40.099276000	-88.214020000	226.4		
T	2018-10-11 13:48:56	40.099314000	-88.213999000	226.4		
T	2018-10-11 13:48:58	40.099340000	-88.213970000	226.3		
T	2018-10-11 13:49:00	40.099364000	-88.213942000	226.3		
T	2018-10-11 13:49:04	40.099388000	-88.213959000	226.3		
T	2018-10-11 13:49:20	40.099358000	-88.213951000	226.2		
